iter	Logloss
266	0.08108776436
267	0.08104765107
268	0.08096713441
269	0.08091703118
270	0.08087434855
271	0.08083551729
272	0.08060570794
273	0.08054349107
274	0.08048580402
275	0.08038194926
276	0.0803611147
277	0.08026321382
278	0.08022399431
279	0.08017989676
280	0.08009460521
281	0.08004724367
282	0.07998787117
283	0.07993146533
284	0.07984057509
285	0.07979687305
286	0.07974242473
287	0.07965495085
288	0.07944976936
289	0.07940021682
290	0.07933487997
291	0.07928601548
292	0.07925564335
293	0.07913419007
294	0.07903215273
295	0.07897871944
296	0.07892677962
297	0.07885066707
298	0.07881893562
299	0.07872931401
300	0.07847312477
301	0.07845148318
302	0.07842497638
303	0.07839046082
304	0.07835006197
305	0.07829042304
306	0.07826163933
307	0.07818958615
308	0.07812494289
309	0.07808878106
310	0.07805858968
311	0.07799515189
312	0.07794811174
313	0.07790727947
314	0.07786009343
315	0.07784811443
316	0.07775657588
317	0.07771167832
318	0.07767420201
319	0.07763004221
320	0.07756403611
321	0.07752085542
322	0.07747348086
323	0.07741184483
324	0.07733341214
325	0.07727535683
326	0.07723350856
327	0.07719216131
328	0.07707087484
329	0.07703398517
330	0.07698168595
331	0.07693482124
332	0.07683055361
333	0.07673942701
334	0.07669191932
335	0.0766375719
336	0.07661820069
337	0.07657925795
338	0.07655419583
339	0.0764954584
340	0.07642387964
341	0.07638047711
342	0.07634896783
343	0.07633168104
344	0.07630708209
345	0.07622737612
346	0.07616656343
347	0.07612797464
348	0.07608375581
349	0.07603897479
350	0.07601184293
351	0.07598334256
352	0.07593977323
353	0.07592346824
354	0.07589694278
355	0.07586390713
356	0.07582520583
357	0.07580249098
358	0.07572668649
359	0.07569672913
360	0.0756348637
361	0.07557432603
362	0.07555574985
363	0.07550575294
364	0.07544821024
365	0.07538841891
366	0.07534905502
367	0.07531178706
368	0.07529472132
369	0.07524329782
370	0.07522790379
371	0.07521917698
372	0.07517812471
373	0.07513944979
374	0.07508905291
375	0.07505707995
376	0.07500444751
377	0.07496237747
378	0.07493490056
379	0.0748987993
380	0.07488158293
381	0.07488002625
382	0.07485873041
383	0.07481083842
384	0.07478295428
385	0.07476296772
386	0.0746910221
387	0.0746663282
388	0.07464122533
389	0.0745856906
390	0.07454392366
391	0.07451194252
392	0.07447485983
393	0.07445834875
394	0.07443693106
395	0.07440938852
396	0.07439299981
397	0.07435060824
398	0.07433010673
399	0.07431922991
400	0.07427388999
401	0.07420819849
402	0.07415846253
403	0.07411643884
404	0.07406157735
405	0.07401531399
406	0.0739942548
407	0.07396251551
408	0.07391487557
409	0.0738699492
410	0.07374371166
411	0.07368816341
412	0.07351198175
413	0.07342205106
414	0.07337375652
415	0.07327973491
416	0.07314950449
417	0.07312176295
418	0.07305717611
419	0.07304543762
420	0.07296471591
421	0.07291736201
422	0.07283899868
423	0.07279499633
424	0.07276501298
425	0.0727450149
426	0.07272248402
427	0.07271312554
428	0.07270712739
429	0.07267119214
430	0.07262186097
431	0.07260966043
432	0.07255103383
433	0.07250829308
434	0.07248080351
435	0.07243352209
436	0.07239827517
437	0.07235173856
438	0.07231904061
439	0.07229697677
440	0.07227200657
441	0.07222707695
442	0.07214797611
443	0.07208644219
444	0.07207500435
445	0.07202972402
446	0.07194331049
447	0.07189472223
448	0.07186986412
449	0.07183405751
450	0.07181386788
451	0.07179694583
452	0.07177852321
453	0.07173732548
454	0.07169334334
455	0.07162726503
456	0.07162221519
457	0.07158267416
458	0.0715505111
459	0.07151574184
460	0.07143413818
461	0.0713992776
462	0.07135851126
463	0.07133966866
464	0.07129698548
465	0.0712603785
466	0.07120733273
467	0.07116499066
468	0.0711462581
469	0.07110941322
470	0.07109701748
471	0.07104981708
472	0.07101980653
473	0.07100205823
474	0.0709798261
475	0.07096839406
476	0.07095168582
477	0.07092934437
478	0.07092046698
479	0.070903339
480	0.07087157634
481	0.07085928947
482	0.07080679693
483	0.07078472852
484	0.07068626561
485	0.07064071286
486	0.07059705445
487	0.07056261785
488	0.07053219582
489	0.07050230904
490	0.07049258618
491	0.07046876801
492	0.07046168822
493	0.07039174023
494	0.07034947938
495	0.07033134939
496	0.07028310035
497	0.07025172581
498	0.07020758571
499	0.07016605101
500	0.07016250793
501	0.07012704557
502	0.07010193244
503	0.0700638818
504	0.07005497367
505	0.07002404215
506	0.07000533541
507	0.06999529689
508	0.06996639533
509	0.06993778223
510	0.06989999605
511	0.06986824182
512	0.06984070772
513	0.06981147419
514	0.06975129327
515	0.06972459054
516	0.06969954806
517	0.06965026436
518	0.06962177317
519	0.06960579267
520	0.06958177113
521	0.06956688295
522	0.06952460462
523	0.06949977645
524	0.06947730641
525	0.0694448894
526	0.06941402811
527	0.06939298134
528	0.06938674379
529	0.06934101356
530	0.06932501967
531	0.06929550812
532	0.06925455459
533	0.06921406889
534	0.06917762959
535	0.06915041126
536	0.06911161858
537	0.06907381141
538	0.06899910829
539	0.06897827496
540	0.06895169623
541	0.06886520434
542	0.06883751651
543	0.06881362196
544	0.06878022988
545	0.06876868613
546	0.06875297744
547	0.06871513236
548	0.06868858188
549	0.06865480994
550	0.06863584569
551	0.06860225273
552	0.06855851393
553	0.06853359485
554	0.06841968799
555	0.06841611047
556	0.06837466136
557	0.06836941895
558	0.0683481756
559	0.06831068482
560	0.06828560214
561	0.06825038309
562	0.06820192282
563	0.06818021246
564	0.068154344
565	0.06812759168
566	0.06811283587
567	0.06807184152
568	0.06804447783
569	0.06800949799
570	0.06794514237
571	0.06791157624
572	0.06789021689
573	0.06786016682
574	0.06783631084
575	0.06780944932
576	0.06776975158
577	0.06770257542
578	0.06765559814
579	0.06765224409
580	0.06763237194
581	0.06761648664
582	0.06756742155
583	0.0675506786
584	0.06751102198
585	0.06746659416
586	0.06745425413
587	0.06743315985
588	0.06741832992
589	0.06738063743
590	0.06734500666
591	0.06732938173
592	0.06729374488
593	0.06725651576
594	0.0672437592
595	0.06724043352
596	0.06723254569
597	0.06715617699
598	0.06714297507
599	0.06712874584
600	0.06711875891
601	0.06710904081
602	0.06699280889
603	0.06696063518
604	0.06693454951
605	0.06690426573
606	0.06689036578
607	0.06686096276
608	0.06681507587
609	0.06680554462
610	0.06677362836
611	0.06673638214
612	0.06670731513
613	0.06670039663
614	0.06666923389
615	0.06664533267
616	0.06664183919
617	0.06660983476
618	0.06656570057
619	0.06649450893
620	0.0664367998
621	0.06643205931
622	0.0664161913
623	0.06640630087
624	0.06634139823
625	0.06630320403
626	0.06627031647
627	0.0662394256
628	0.06621536663
629	0.06617809945
630	0.06615510969
631	0.06611384762
632	0.06609184909
633	0.06606096675
634	0.066039139
635	0.06603687615
636	0.0660202085
637	0.06600851113
638	0.06599888194
639	0.06598487891
640	0.0659538934
641	0.06582723643
642	0.06579872226
643	0.06575655963
644	0.06573635915
645	0.06570563127
646	0.06566167326
647	0.06564249207
648	0.06562244185
649	0.06559389095
650	0.06555306668
651	0.06554591039
652	0.0655185426
653	0.06548708637
654	0.06547918657
655	0.06545269675
656	0.0654245988
657	0.06539752463
658	0.06537419234
659	0.06536974068
660	0.06533942777
661	0.06531259197
662	0.06528706993
663	0.06524128786
664	0.06520606316
665	0.06515809309
666	0.06513901837
667	0.0651120374
668	0.06507518478
669	0.06501664139
670	0.06498591462
671	0.0649546295
672	0.06493934768
673	0.06490804825
674	0.06487594909
675	0.06485606671
676	0.06482112605
677	0.06480194744
678	0.0647724389
679	0.0647441065
680	0.06469652335
681	0.06465599058
682	0.06461607781
683	0.06459465159
684	0.06457222955
685	0.06452982519
686	0.06450345093
687	0.0644802293
688	0.06445165685
689	0.0644087422
690	0.06438293054
691	0.06435686467
692	0.06432684701
693	0.06429857368
694	0.06427217473
695	0.06423815552
696	0.06421830096
697	0.06416984684
698	0.0641218899
699	0.06408567482
700	0.06405885348
701	0.06402651432
702	0.06400668331
703	0.06399305181
704	0.06396374502
705	0.06393581817
706	0.06391687119
707	0.06389396708
708	0.06386502493
709	0.06382023491
710	0.06380332618
711	0.06377709528
712	0.06371204106
713	0.06368226348
714	0.06364853141
715	0.06360733912
716	0.06358782196
717	0.06357189353
718	0.06354764639
719	0.0635046196
720	0.06348707958
721	0.06347964731
722	0.06347262335
723	0.06345047909
724	0.06341269364
725	0.06338162223
726	0.06334815415
727	0.06334582411
728	0.06331340083
729	0.06329702943
730	0.06324820313
731	0.06323583527
732	0.06320237395
733	0.06317664622
734	0.06311589749
735	0.06308134325
736	0.06304709813
737	0.06302128701
738	0.06300027783
739	0.06294851111
740	0.06291740438
741	0.06290691518
742	0.06288483739
743	0.06286435674
744	0.06283499087
745	0.06279595308
746	0.06275489796
747	0.0627323901
748	0.06269574556
749	0.06265004618
750	0.06261297408
751	0.06259735633
752	0.06257320076
753	0.06256660226
754	0.06254013406
755	0.06252649632
756	0.06250314587
757	0.06248497039
758	0.06246191563
759	0.0624361284
760	0.06241384681
761	0.06237823956
762	0.06235956273
763	0.06234208329
764	0.0623332065
765	0.06232732625
766	0.06230879343
767	0.06226610793
768	0.06224876615
769	0.06221886587
770	0.06218964779
771	0.06217024867
772	0.06214744132
773	0.06210788072
774	0.06206982965
775	0.06203809369
776	0.06201438651
777	0.06198285466
778	0.06196513712
779	0.06194266373
780	0.06189374257
781	0.06187473747
782	0.06187047114
783	0.06184796692
784	0.06182057914
785	0.06181390421
786	0.0617969546
787	0.06177080179
788	0.06175208042
789	0.0617321957
790	0.061725872
791	0.06169410525
792	0.06168092519
793	0.06163595123
794	0.06162127361
795	0.06158623206
796	0.06156791105
797	0.06152093749
798	0.06149485859
799	0.06144975692
800	0.06143957381
801	0.06141723459
802	0.06139789039
803	0.06138609793
804	0.06136647059
805	0.06134187719
806	0.06133657123
807	0.06130388929
808	0.06127491044
809	0.0612500201
810	0.06121830676
811	0.06118910417
812	0.06113467966
813	0.06111349187
814	0.06111106346
815	0.06108823012
816	0.06106716801
817	0.0610463609
818	0.06102483583
819	0.06101197275
820	0.06099181571
821	0.06097052268
822	0.06093875322
823	0.06091669921
824	0.06090791625
825	0.0608917015
826	0.06087299606
827	0.06085291869
828	0.06083934171
829	0.06079970524
830	0.06077330001
831	0.0607391481
832	0.06072246547
833	0.06071713092
834	0.06069740879
835	0.06067860196
836	0.06063545453
837	0.06061042603
838	0.06059406836
839	0.06053353085
840	0.06052812591
841	0.06050910052
842	0.06048295297
843	0.06045909552
844	0.06044625927
845	0.06042364516
846	0.06040810669
847	0.06038418346
848	0.06037189721
849	0.06034755427
850	0.06031113584
851	0.0602830974
852	0.06025001053
853	0.06021558278
854	0.06021417205
855	0.06017623829
856	0.06015102863
857	0.0601165953
858	0.0600739158
859	0.06005384865
860	0.06003303042
861	0.06000728138
862	0.05997272987
863	0.05994139818
864	0.05991487431
865	0.05987639677
866	0.05986505899
867	0.05985737735
868	0.05982266422
869	0.05980575009
870	0.05979647736
871	0.05977724637
872	0.05975587383
873	0.05973148035
874	0.05970675642
875	0.05969649189
876	0.05966237191
877	0.05964885668
878	0.05962188531
879	0.05960835821
880	0.05958767937
881	0.05956527966
882	0.05951904422
883	0.05949378299
884	0.05948349817
885	0.05943017951
886	0.05940327011
887	0.05937769009
888	0.05936266116
889	0.05934281224
890	0.05931340256
891	0.05927625622
892	0.05926550659
893	0.05924565972
894	0.05922995886
895	0.0592132323
896	0.05918229634
897	0.059160734
898	0.05913352991
899	0.05912649018
900	0.05910380796
901	0.05908581792
902	0.05904562164
903	0.05902815834
904	0.05900530705
905	0.05898172962
906	0.05894287502
907	0.05890415306
908	0.05887637907
909	0.05886431862
910	0.05883515359
911	0.05879406955
912	0.05876750879
913	0.05873783826
914	0.05870606414
915	0.05868200344
916	0.05865808778
917	0.05862836146
918	0.05862706932
919	0.0586023478
920	0.05857924887
921	0.05853829157
922	0.05851504622
923	0.05849264702
924	0.05846691335
925	0.05844674336
926	0.05842317331
927	0.05842198819
928	0.05841288411
929	0.05837182209
930	0.05835713741
931	0.05834522637
932	0.05832399595
933	0.05831675169
934	0.0582819506
935	0.05825468939
936	0.05822888554
937	0.05820561628
938	0.05819690481
939	0.05817670449
940	0.05815910546
941	0.05813161918
942	0.05810905455
943	0.05810363048
944	0.05808341211
945	0.05805730902
946	0.05803884017
947	0.05803747112
948	0.05802772012
949	0.0580000644
950	0.05796918746
951	0.05793747111
952	0.05791659577
953	0.05790750343
954	0.05790228188
955	0.0578708166
956	0.05784479612
957	0.05782786075
958	0.05780606559
959	0.0577862477
960	0.05776805932
961	0.05775423194
962	0.05773651359
963	0.0577242114
964	0.05770428275
965	0.05769896512
966	0.05769430455
967	0.05765591523
968	0.05763837834
969	0.05761263374
970	0.05757791641
971	0.0575577794
972	0.05754796683
973	0.05751911286
974	0.05750131847
975	0.05747782519
976	0.05745605756
977	0.05741515866
978	0.05740182972
979	0.0573532736
980	0.05734797826
981	0.0573260184
982	0.05731443729
983	0.0572719594
984	0.05723297235
985	0.05722392366
986	0.05721237239
987	0.05720201654
988	0.05719161892
989	0.05716818575
990	0.05715832647
991	0.05711846614
992	0.05709670316
993	0.05707377179
994	0.05705245352
995	0.05700876267
996	0.05698969711
997	0.05696091568
998	0.05693866305
999	0.05691946483
